"subject","type","item","condition","question","correct_answer","response","response_time","group_G","question_type_G","ambiguity_G","ambiguity","group","question_type"
"Non-Native 20","gp",8,"c","!","{The_boy}",1,1979,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 20","gp",10,"a","!","{The_two_soldiers_fought_each_other}",1,3496,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 20","gp",5,"d","!","{The_boy}",1,4553,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 20","gp",2,"a","!","{The_mother_dressed_the_baby}",0,2149,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 20","gp",15,"b","!","{The_aunt_dressed_herself}",1,1745,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 20","gp",9,"d","!","{The_pianist}",0,2343,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 20","gp",20,"c","!","{The_two_friends}",0,1992,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 20","gp",4,"c","!","{The_two_children}",0,1696,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 21","gp",14,"b","!","{The_doctor_woke_himself_up}",1,3417,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 21","gp",19,"c","!","{The_basketball_player}",1,3509,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 21","gp",16,"d","!","{The_assistant}",1,2801,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 21","gp",13,"a","!","{The_girl_calmed_herself_down}",1,3758,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 21","gp",5,"a","!","{The_father_washed_the_boy}",0,1796,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 21","gp",20,"d","!","{The_man}",1,1574,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 21","gp",7,"c","!","{The_lady}",1,1404,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 21","gp",1,"a","!","{The_lawyer_calmed_himself_down}",1,4039,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 21","gp",2,"b","!","{The_mother_dressed_herself}",1,2634,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 21","gp",17,"a","!","{The_two_men_fought_each_other}",1,2347,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 21","gp",15,"c","!","{The_boy}",1,1826,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 21","gp",12,"d","!","{The_baby}",1,1400,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 21","gp",18,"b","!","{The_father_washed_himself}",1,2724,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 21","gp",8,"d","!","{The_boy}",1,1266,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 21","gp",9,"a","!","{The_pianist_calmed_himself_down}",1,3042,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 21","gp",24,"d","!","{The_director}",1,1834,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 21","gp",21,"a","!","{Anna_dressed_herself}",1,1877,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 21","gp",3,"c","!","{The_president}",1,1774,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 21","gp",11,"c","!","{The_friend}",1,1679,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 21","gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,3944,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 21","gp",6,"b","!","{The_two_kids_fought_each_other}",1,2465,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 21","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,3115,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 21","gp",4,"d","!","{The_friend}",1,1390,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 21","gp",23,"c","!","{The_child}",1,2952,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 22","gp",15,"d","!","{The_aunt}",0,2110,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 22","gp",21,"b","!","{Anna_dressed_herself}",1,2715,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 22","gp",13,"b","!","{The_girl_calmed_herself_down}",1,3610,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 22","gp",2,"c","!","{The_mother}",0,1575,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 22","gp",20,"a","!","{The_two_friends_met_the_man}",0,3520,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 22","gp",12,"a","!","{The_nurse_washed_the_baby}",0,2250,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 22","gp",24,"a","!","{The_two_actresses_met_the_director}",0,2047,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 22","gp",7,"d","!","{The_lady}",1,1918,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 22","gp",5,"b","!","{The_father_washed_the_boy}",0,3128,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 22","gp",11,"d","!","{The_friend}",1,1018,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 22","gp",1,"b","!","{The_lawyer_calmed_the_man_down}",0,3181,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 22","gp",8,"a","!","{Mary_dressed_herself}",1,2267,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 22","gp",4,"a","!","{The_two_children_hugged_their_friend}",0,2071,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 22","gp",3,"d","!","{The_president}",1,3000,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 22","gp",22,"c","!","{The_two_footballers}",0,1693,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 22","gp",18,"c","!","{The_father}",0,1485,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 22","gp",10,"c","!","{The_General}",1,1722,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 22","gp",16,"a","!","{The_researcher_woke_the_assistant_up}",0,1848,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 22","gp",23,"d","!","{The_child}",1,2266,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 22","gp",9,"b","!","{The_pianist_calmed_the_singer_down}",0,2652,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 22","gp",17,"b","!","{The_two_men_fought_the_terrorist}",0,2408,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 22","gp",19,"d","!","{The_basketball_player}",1,1600,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 22","gp",6,"c","!","{The_two_kids}",0,2125,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 22","gp",14,"c","!","{The_nurse}",1,1497,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 23","gp",2,"d","!","{The_baby}",1,2010,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 23","gp",23,"a","!","{The_mother_washed_herself}",1,5790,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 23","gp",16,"b","!","{The_researcher_woke_himself_up}",1,3995,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 23","gp",15,"a","!","{The_aunt_dressed_herself}",1,2091,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 23","gp",5,"c","!","{The_boy}",1,4521,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 23","gp",6,"d","!","{The_neighbour}",1,1632,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 23","gp",7,"a","!","{The_man_woke_himself_up}",1,3135,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 23","gp",22,"d","!","{The_coach}",1,1478,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 23","gp",17,"c","!","{The_terrorist}",1,1359,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 23","gp",24,"b","!","{The_two_actresses_met_each_other}",1,2986,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 23","gp",14,"d","!","{The_nurse}",1,1632,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 23","gp",13,"c","!","{The_boy}",1,1459,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 23","gp",8,"b","!","{Mary_dressed_herself}",1,2279,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 23","gp",20,"b","!","{The_two_friends_met_each_other}",1,3142,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 23","gp",18,"d","!","{The_baby}",1,1367,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 23","gp",9,"c","!","{The_singer}",1,2247,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 23","gp",4,"b","!","{The_two_children_hugged_each_other}",1,2772,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 23","gp",11,"a","!","{The_lady_woke_her_friend_up}",0,4685,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 23","gp",19,"a","!","{The_coach_calmed_himself_down}",1,4007,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 23","gp",12,"b","!","{The_nurse_washed_herself}",1,2128,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 23","gp",10,"d","!","{The_General}",1,1700,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 23","gp",3,"a","!","{The_two_journalists_met_the_president}",0,3196,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 23","gp",1,"c","!","{The_man}",1,2796,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 23","gp",21,"c","!","{The_child}",1,1787,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 24","gp",7,"b","!","{The_man_woke_the_lady_up}",0,7669,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 24","gp",9,"d","!","{The_singer}",1,2451,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 24","gp",1,"d","!","{The_man}",1,4181,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 24","gp",24,"c","!","{The_director}",1,1442,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 24","gp",13,"d","!","{The_boy}",1,1860,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 24","gp",6,"a","!","{The_two_kids_fought_each_other}",1,3279,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 24","gp",22,"a","!","{The_two_footballers_fought_each_other}",1,2800,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 24","gp",8,"c","!","{The_boy}",1,5285,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 24","gp",3,"b","!","{The_two_journalists_met_each_other}",1,4631,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 24","gp",21,"d","!","{Anna}",0,3079,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 24","gp",15,"b","!","{The_aunt_dressed_herself}",1,3547,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 24","gp",4,"c","!","{The_friend}",1,1989,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 24","gp",16,"c","!","{The_assistant}",1,3009,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 24","gp",11,"b","!","{The_lady_woke_herself_up}",1,4869,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 24","gp",18,"a","!","{The_father_washed_himself}",1,7878,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 24","gp",12,"c","!","{The_baby}",1,2500,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 24","gp",23,"b","!","{The_mother_washed_herself}",1,2837,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 24","gp",17,"d","!","{The_terrorist}",1,2614,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 24","gp",2,"a","!","{The_mother_dressed_herself}",1,2385,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 24","gp",10,"a","!","{The_two_soldiers_fought_each_other}",1,2160,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 24","gp",14,"a","!","{The_doctor_woke_himself_up}",1,2068,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 24","gp",5,"d","!","{The_boy}",1,1651,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 24","gp",20,"c","!","{The_man}",1,3171,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 24","gp",19,"b","!","{The_coach_calmed_himself_down}",1,5192,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 25","gp",6,"b","!","{The_two_kids_fought_each_other}",1,3643,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 25","gp",12,"d","!","{The_baby}",1,4237,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 25","gp",1,"a","!","{The_lawyer_calmed_the_man_down}",0,3779,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 25","gp",7,"c","!","{The_lady}",1,1344,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 25","gp",24,"d","!","{The_director}",1,1666,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 25","gp",2,"b","!","{The_mother_dressed_herself}",1,2519,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 25","gp",3,"c","!","{The_president}",1,1883,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 25","gp",23,"c","!","{The_mother}",0,2022,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 25","gp",4,"d","!","{The_friend}",1,2008,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 25","gp",21,"a","!","{Anna_dressed_herself}",1,3566,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 25","gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,4856,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 25","gp",8,"d","!","{The_boy}",1,1786,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 25","gp",13,"a","!","{The_girl_calmed_herself_down}",1,2891,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 25","gp",20,"d","!","{The_man}",1,2031,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 25","gp",17,"a","!","{The_two_men_fought_the_terrorist}",0,3535,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 25","gp",11,"c","!","{The_lady}",0,2793,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 25","gp",16,"d","!","{The_researcher}",0,2541,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 25","gp",15,"c","!","{The_boy}",1,1765,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 25","gp",18,"b","!","{The_father_washed_himself}",1,2831,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 25","gp",5,"a","!","{The_father_washed_the_boy}",0,3486,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 25","gp",14,"b","!","{The_doctor_woke_himself_up}",1,3716,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 25","gp",19,"c","!","{The_coach}",0,3375,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 25","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,3446,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 25","gp",9,"a","!","{The_pianist_calmed_himself_down}",1,3272,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 26","gp",14,"c","!","{The_nurse}",1,3461,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 26","gp",2,"c","!","{The_mother}",0,1455,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 26","gp",19,"d","!","{The_basketball_player}",1,2806,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 26","gp",4,"a","!","{The_two_children_hugged_their_friend}",0,3148,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 26","gp",22,"c","!","{The_coach}",1,1645,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 26","gp",23,"d","!","{The_child}",1,1580,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 26","gp",3,"d","!","{The_president}",1,1649,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 26","gp",8,"a","!","{Mary_dressed_the_boy}",0,2210,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 26","gp",18,"c","!","{The_father}",0,1775,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 26","gp",16,"a","!","{The_researcher_woke_the_assistant_up}",0,3131,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 26","gp",9,"b","!","{The_pianist_calmed_himself_down}",1,3691,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 26","gp",20,"a","!","{The_two_friends_met_each_other}",1,7330,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 26","gp",13,"b","!","{The_girl_calmed_herself_down}",1,4074,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 26","gp",17,"b","!","{The_two_men_fought_each_other}",1,6552,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 26","gp",24,"a","!","{The_two_actresses_met_each_other}",1,2391,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 26","gp",15,"d","!","{The_aunt}",0,2063,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 26","gp",21,"b","!","{Anna_dressed_herself}",1,3636,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 26","gp",10,"c","!","{The_General}",1,3422,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 26","gp",11,"d","!","{The_friend}",1,2391,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 26","gp",7,"d","!","{The_lady}",1,2007,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 26","gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,2465,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 26","gp",12,"a","!","{The_nurse_washed_the_baby}",0,1556,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 26","gp",5,"b","!","{The_father_washed_the_boy}",0,7529,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 26","gp",6,"c","!","{The_neighbour}",1,1850,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 27","gp",4,"b","!","{The_two_children_hugged_each_other}",1,4764,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 27","gp",17,"c","!","{The_terrorist}",1,2380,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 27","gp",14,"d","!","{The_nurse}",1,2762,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 27","gp",2,"d","!","{The_mother}",0,2672,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 27","gp",12,"b","!","{The_nurse_washed_the_baby}",0,7744,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 27","gp",6,"d","!","{The_neighbour}",1,2528,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 27","gp",15,"a","!","{The_aunt_dressed_herself}",1,3397,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 27","gp",23,"a","!","{The_mother_washed_herself}",1,4001,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 27","gp",9,"c","!","{The_singer}",1,2570,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 27","gp",22,"d","!","{The_coach}",1,2450,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 27","gp",1,"c","!","{The_man}",1,4137,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 27","gp",19,"a","!","{The_coach_calmed_himself_down}",1,6800,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 27","gp",24,"b","!","{The_two_actresses_met_each_other}",1,4481,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 27","gp",5,"c","!","{The_boy}",1,3675,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 27","gp",8,"b","!","{Mary_dressed_herself}",1,3527,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 27","gp",7,"a","!","{The_man_woke_himself_up}",1,3866,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 27","gp",10,"d","!","{The_General}",1,2442,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 27","gp",3,"a","!","{The_two_journalists_met_each_other}",1,3974,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 27","gp",11,"a","!","{The_lady_woke_herself_up}",1,4413,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 27","gp",20,"b","!","{The_two_friends_met_each_other}",1,5829,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 27","gp",21,"c","!","{The_child}",1,3048,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 27","gp",13,"c","!","{The_boy}",1,4911,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 27","gp",18,"d","!","{The_baby}",1,2094,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 27","gp",16,"b","!","{The_researcher_woke_himself_up}",1,5898,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 28","gp",4,"c","!","{The_two_children}",0,9667,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 28","gp",15,"b","!","{The_aunt_dressed_the_boy}",0,9078,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 28","gp",8,"c","!","{The_boy}",1,3140,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 28","gp",14,"a","!","{The_doctor_woke_himself_up}",1,4511,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 28","gp",5,"d","!","{The_boy}",1,1718,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 28","gp",9,"d","!","{The_singer}",1,2028,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 28","gp",22,"a","!","{The_two_footballers_fought_each_other}",1,7252,"Non-Native","Subordinate_Clause_Question","Ambiguous",0.5,0.5,-0.5
"Non-Native 28","gp",1,"d","!","{The_man}",1,2162,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 28","gp",20,"c","!","{The_man}",1,1923,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 28","gp",11,"b","!","{The_lady_woke_herself_up}",1,10153,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
"Non-Native 28","gp",17,"d","!","{The_terrorist}",1,1875,"Non-Native","Main_Clause_Question","Unambiguous",-0.5,0.5,0.5
"Non-Native 28","gp",12,"c","!","{The_baby}",1,9099,"Non-Native","Main_Clause_Question","Ambiguous",0.5,0.5,0.5
"Non-Native 28","gp",19,"b","!","{The_coach_calmed_himself_down}",1,6885,"Non-Native","Subordinate_Clause_Question","Unambiguous",-0.5,0.5,-0.5
